ts_utc,power_w,temp_c,sm_clock_mhz,power_limit_w,ts,iters_per_sec,perf_per_watt
2026-02-24T14:44:04Z,81.027,39.0,345.0,,2026-02-24 14:44:04+00:00,,
2026-02-24T14:44:05Z,81.027,39.0,345.0,,2026-02-24 14:44:05+00:00,,
2026-02-24T14:44:06Z,81.027,39.0,345.0,,2026-02-24 14:44:06+00:00,,
2026-02-24T14:44:07Z,81.027,39.0,345.0,,2026-02-24 14:44:07+00:00,,
2026-02-24T14:44:08Z,81.027,39.0,345.0,,2026-02-24 14:44:08+00:00,,
2026-02-24T14:44:09Z,81.027,39.0,345.0,,2026-02-24 14:44:09+00:00,,
2026-02-24T14:44:10Z,81.027,39.0,345.0,,2026-02-24 14:44:10+00:00,,
2026-02-24T14:44:11Z,81.027,39.0,345.0,,2026-02-24 14:44:11+00:00,,
2026-02-24T14:44:12Z,81.027,39.0,345.0,,2026-02-24 14:44:12+00:00,,
2026-02-24T14:44:13Z,81.027,39.0,345.0,,2026-02-24 14:44:13+00:00,,
2026-02-24T14:44:14Z,81.027,39.0,345.0,,2026-02-24 14:44:14+00:00,,
2026-02-24T14:44:15Z,81.025,39.0,345.0,,2026-02-24 14:44:15+00:00,,
2026-02-24T14:44:16Z,81.025,39.0,345.0,,2026-02-24 14:44:16+00:00,,
2026-02-24T14:44:17Z,81.025,39.0,345.0,,2026-02-24 14:44:17+00:00,,
2026-02-24T14:44:18Z,81.025,39.0,345.0,,2026-02-24 14:44:18+00:00,,
2026-02-24T14:44:19Z,81.025,39.0,345.0,,2026-02-24 14:44:19+00:00,,
2026-02-24T14:44:20Z,81.025,39.0,345.0,,2026-02-24 14:44:20+00:00,,
2026-02-24T14:44:21Z,81.025,39.0,345.0,,2026-02-24 14:44:21+00:00,,
2026-02-24T14:44:22Z,81.025,39.0,345.0,,2026-02-24 14:44:22+00:00,,
2026-02-24T14:44:23Z,81.025,39.0,345.0,,2026-02-24 14:44:23+00:00,,
2026-02-24T14:44:24Z,81.025,39.0,345.0,,2026-02-24 14:44:24+00:00,,
2026-02-24T14:44:25Z,81.025,39.0,345.0,,2026-02-24 14:44:25+00:00,,
2026-02-24T14:44:26Z,81.025,39.0,345.0,,2026-02-24 14:44:26+00:00,,
2026-02-24T14:44:27Z,81.025,39.0,345.0,,2026-02-24 14:44:27+00:00,,
2026-02-24T14:44:28Z,81.025,39.0,345.0,,2026-02-24 14:44:28+00:00,,
2026-02-24T14:44:29Z,81.025,39.0,345.0,,2026-02-24 14:44:29+00:00,,
2026-02-24T14:44:30Z,81.025,39.0,345.0,,2026-02-24 14:44:30+00:00,,
2026-02-24T14:44:31Z,81.025,39.0,345.0,,2026-02-24 14:44:31+00:00,,
2026-02-24T14:44:32Z,81.025,39.0,345.0,,2026-02-24 14:44:32+00:00,,
2026-02-24T14:44:33Z,81.025,39.0,345.0,,2026-02-24 14:44:33+00:00,,
2026-02-24T14:44:34Z,81.025,39.0,345.0,,2026-02-24 14:44:34+00:00,,
2026-02-24T14:44:35Z,81.025,39.0,345.0,,2026-02-24 14:44:35+00:00,,
2026-02-24T14:44:36Z,81.025,39.0,345.0,,2026-02-24 14:44:36+00:00,,
2026-02-24T14:44:37Z,81.025,39.0,345.0,,2026-02-24 14:44:37+00:00,,
2026-02-24T14:44:38Z,81.025,39.0,345.0,,2026-02-24 14:44:38+00:00,,
2026-02-24T14:44:39Z,81.025,39.0,345.0,,2026-02-24 14:44:39+00:00,,
2026-02-24T14:44:40Z,81.025,39.0,345.0,,2026-02-24 14:44:40+00:00,,
2026-02-24T14:44:41Z,81.025,39.0,345.0,,2026-02-24 14:44:41+00:00,,
2026-02-24T14:44:42Z,81.025,39.0,345.0,,2026-02-24 14:44:42+00:00,,
2026-02-24T14:44:43Z,81.025,39.0,345.0,,2026-02-24 14:44:43+00:00,,
2026-02-24T14:44:44Z,81.025,39.0,345.0,,2026-02-24 14:44:44+00:00,,
2026-02-24T14:44:45Z,81.05,39.0,345.0,,2026-02-24 14:44:45+00:00,,
2026-02-24T14:44:46Z,81.05,39.0,345.0,,2026-02-24 14:44:46+00:00,,
2026-02-24T14:44:47Z,81.05,39.0,345.0,,2026-02-24 14:44:47+00:00,,
2026-02-24T14:44:48Z,81.05,39.0,345.0,,2026-02-24 14:44:48+00:00,,
2026-02-24T14:44:49Z,81.05,39.0,345.0,,2026-02-24 14:44:49+00:00,,
2026-02-24T14:44:50Z,81.05,39.0,345.0,,2026-02-24 14:44:50+00:00,,
2026-02-24T14:44:51Z,81.05,39.0,345.0,,2026-02-24 14:44:51+00:00,,
2026-02-24T14:44:52Z,81.05,39.0,345.0,,2026-02-24 14:44:52+00:00,,
2026-02-24T14:44:53Z,81.05,39.0,345.0,,2026-02-24 14:44:53+00:00,,
2026-02-24T14:44:54Z,81.05,39.0,345.0,,2026-02-24 14:44:54+00:00,,
2026-02-24T14:44:55Z,81.05,39.0,345.0,,2026-02-24 14:44:55+00:00,,
2026-02-24T14:44:56Z,81.05,39.0,345.0,,2026-02-24 14:44:56+00:00,,
2026-02-24T14:44:57Z,81.05,39.0,345.0,,2026-02-24 14:44:57+00:00,,
2026-02-24T14:44:58Z,81.05,39.0,345.0,,2026-02-24 14:44:58+00:00,,
2026-02-24T14:44:59Z,81.05,39.0,345.0,,2026-02-24 14:44:59+00:00,,
2026-02-24T14:45:00Z,81.05,39.0,345.0,,2026-02-24 14:45:00+00:00,,
2026-02-24T14:45:01Z,81.05,39.0,345.0,,2026-02-24 14:45:01+00:00,,
2026-02-24T14:45:02Z,81.05,39.0,345.0,,2026-02-24 14:45:02+00:00,,
2026-02-24T14:45:03Z,81.05,39.0,345.0,,2026-02-24 14:45:03+00:00,,
2026-02-24T14:45:04Z,81.05,39.0,345.0,,2026-02-24 14:45:04+00:00,,
2026-02-24T14:45:05Z,81.05,39.0,345.0,,2026-02-24 14:45:05+00:00,,
2026-02-24T14:45:06Z,81.05,39.0,345.0,,2026-02-24 14:45:06+00:00,,
2026-02-24T14:45:07Z,81.05,39.0,345.0,,2026-02-24 14:45:07+00:00,,
2026-02-24T14:45:08Z,81.05,39.0,345.0,,2026-02-24 14:45:08+00:00,,
2026-02-24T14:45:09Z,81.05,39.0,345.0,,2026-02-24 14:45:09+00:00,,
2026-02-24T14:45:10Z,81.05,39.0,345.0,,2026-02-24 14:45:10+00:00,,
2026-02-24T14:45:11Z,81.05,39.0,345.0,,2026-02-24 14:45:11+00:00,,
2026-02-24T14:45:12Z,81.05,39.0,345.0,,2026-02-24 14:45:12+00:00,,
2026-02-24T14:45:13Z,81.05,39.0,345.0,,2026-02-24 14:45:13+00:00,,
2026-02-24T14:45:14Z,81.05,39.0,345.0,,2026-02-24 14:45:14+00:00,,
2026-02-24T14:45:15Z,81.082,39.0,345.0,,2026-02-24 14:45:15+00:00,,
2026-02-24T14:45:16Z,81.082,39.0,345.0,,2026-02-24 14:45:16+00:00,,
2026-02-24T14:45:17Z,81.082,39.0,345.0,,2026-02-24 14:45:17+00:00,,
2026-02-24T14:45:18Z,81.082,39.0,345.0,,2026-02-24 14:45:18+00:00,,
2026-02-24T14:45:19Z,81.082,39.0,345.0,,2026-02-24 14:45:19+00:00,,
2026-02-24T14:45:20Z,81.082,39.0,345.0,,2026-02-24 14:45:20+00:00,,
2026-02-24T14:45:21Z,81.082,39.0,345.0,,2026-02-24 14:45:21+00:00,,
2026-02-24T14:45:22Z,81.082,39.0,345.0,,2026-02-24 14:45:22+00:00,,
2026-02-24T14:45:23Z,81.082,39.0,345.0,,2026-02-24 14:45:23+00:00,,
2026-02-24T14:45:24Z,81.082,39.0,345.0,,2026-02-24 14:45:24+00:00,,
2026-02-24T14:45:25Z,81.082,39.0,345.0,,2026-02-24 14:45:25+00:00,,
2026-02-24T14:45:26Z,81.082,39.0,345.0,,2026-02-24 14:45:26+00:00,,
2026-02-24T14:45:27Z,81.082,39.0,345.0,,2026-02-24 14:45:27+00:00,,
2026-02-24T14:45:28Z,81.082,39.0,345.0,,2026-02-24 14:45:28+00:00,,
2026-02-24T14:45:29Z,81.082,39.0,345.0,,2026-02-24 14:45:29+00:00,,
2026-02-24T14:45:30Z,81.082,39.0,345.0,,2026-02-24 14:45:30+00:00,,
2026-02-24T14:45:31Z,81.082,39.0,345.0,,2026-02-24 14:45:31+00:00,,
2026-02-24T14:45:32Z,81.082,39.0,345.0,,2026-02-24 14:45:32+00:00,,
2026-02-24T14:45:33Z,81.082,39.0,345.0,,2026-02-24 14:45:33+00:00,,
2026-02-24T14:45:34Z,81.082,39.0,345.0,,2026-02-24 14:45:34+00:00,,
2026-02-24T14:45:35Z,81.082,39.0,345.0,,2026-02-24 14:45:35+00:00,,
2026-02-24T14:45:36Z,81.082,39.0,345.0,,2026-02-24 14:45:36+00:00,,
2026-02-24T14:45:37Z,81.082,39.0,345.0,,2026-02-24 14:45:37+00:00,,
2026-02-24T14:45:38Z,81.082,39.0,345.0,,2026-02-24 14:45:38+00:00,,
2026-02-24T14:45:39Z,81.082,39.0,345.0,,2026-02-24 14:45:39+00:00,,
2026-02-24T14:45:40Z,81.082,39.0,345.0,,2026-02-24 14:45:40+00:00,,
2026-02-24T14:45:41Z,81.082,39.0,345.0,,2026-02-24 14:45:41+00:00,,
2026-02-24T14:45:42Z,81.082,39.0,345.0,,2026-02-24 14:45:42+00:00,,
2026-02-24T14:45:43Z,81.082,39.0,345.0,,2026-02-24 14:45:43+00:00,,
2026-02-24T14:45:44Z,81.082,39.0,345.0,,2026-02-24 14:45:44+00:00,,
2026-02-24T14:45:45Z,81.044,39.0,345.0,,2026-02-24 14:45:45+00:00,,
2026-02-24T14:45:46Z,81.044,39.0,345.0,,2026-02-24 14:45:46+00:00,,
2026-02-24T14:45:47Z,81.044,39.0,345.0,,2026-02-24 14:45:47+00:00,,
2026-02-24T14:45:48Z,81.044,39.0,345.0,,2026-02-24 14:45:48+00:00,,
2026-02-24T14:45:49Z,81.044,39.0,345.0,,2026-02-24 14:45:49+00:00,,
2026-02-24T14:45:50Z,81.044,39.0,345.0,,2026-02-24 14:45:50+00:00,,
2026-02-24T14:45:51Z,81.044,39.0,345.0,,2026-02-24 14:45:51+00:00,,
2026-02-24T14:45:52Z,81.044,39.0,345.0,,2026-02-24 14:45:52+00:00,,
2026-02-24T14:45:53Z,81.044,39.0,345.0,,2026-02-24 14:45:53+00:00,,
2026-02-24T14:45:54Z,81.044,39.0,345.0,,2026-02-24 14:45:54+00:00,,
2026-02-24T14:45:55Z,81.044,39.0,345.0,,2026-02-24 14:45:55+00:00,,
2026-02-24T14:45:56Z,81.044,39.0,345.0,,2026-02-24 14:45:56+00:00,,
2026-02-24T14:45:57Z,81.044,39.0,345.0,,2026-02-24 14:45:57+00:00,,
2026-02-24T14:45:58Z,81.044,39.0,345.0,,2026-02-24 14:45:58+00:00,,
2026-02-24T14:45:59Z,81.044,39.0,345.0,,2026-02-24 14:45:59+00:00,,
2026-02-24T14:46:00Z,81.044,39.0,345.0,,2026-02-24 14:46:00+00:00,,
2026-02-24T14:46:01Z,81.044,39.0,345.0,,2026-02-24 14:46:01+00:00,,
2026-02-24T14:46:02Z,81.044,39.0,345.0,,2026-02-24 14:46:02+00:00,,
2026-02-24T14:46:03Z,81.044,39.0,345.0,,2026-02-24 14:46:03+00:00,,
2026-02-24T14:46:04Z,81.044,39.0,345.0,,2026-02-24 14:46:04+00:00,,
2026-02-24T14:46:05Z,81.044,39.0,345.0,,2026-02-24 14:46:05+00:00,,
2026-02-24T14:46:06Z,81.044,39.0,345.0,,2026-02-24 14:46:06+00:00,,
2026-02-24T14:46:07Z,81.044,39.0,345.0,,2026-02-24 14:46:07+00:00,,
2026-02-24T14:46:08Z,81.044,39.0,345.0,,2026-02-24 14:46:08+00:00,,
2026-02-24T14:46:09Z,81.044,39.0,345.0,,2026-02-24 14:46:09+00:00,,
2026-02-24T14:46:10Z,81.044,39.0,345.0,,2026-02-24 14:46:10+00:00,,
2026-02-24T14:46:11Z,81.044,39.0,345.0,,2026-02-24 14:46:11+00:00,,
2026-02-24T14:46:12Z,81.044,39.0,345.0,,2026-02-24 14:46:12+00:00,,
2026-02-24T14:46:13Z,81.044,39.0,345.0,,2026-02-24 14:46:13+00:00,,
2026-02-24T14:46:14Z,81.044,39.0,345.0,,2026-02-24 14:46:14+00:00,,
2026-02-24T14:46:15Z,81.057,39.0,345.0,,2026-02-24 14:46:15+00:00,,
2026-02-24T14:46:16Z,81.057,39.0,345.0,,2026-02-24 14:46:16+00:00,,
2026-02-24T14:46:17Z,81.057,39.0,345.0,,2026-02-24 14:46:17+00:00,,
2026-02-24T14:46:18Z,81.057,39.0,345.0,,2026-02-24 14:46:18+00:00,,
2026-02-24T14:46:19Z,81.057,39.0,345.0,,2026-02-24 14:46:19+00:00,,
2026-02-24T14:46:20Z,81.057,39.0,345.0,,2026-02-24 14:46:20+00:00,,
2026-02-24T14:46:21Z,81.057,39.0,345.0,,2026-02-24 14:46:21+00:00,,
2026-02-24T14:46:22Z,81.057,39.0,345.0,,2026-02-24 14:46:22+00:00,,
2026-02-24T14:46:23Z,81.057,39.0,345.0,,2026-02-24 14:46:23+00:00,,
2026-02-24T14:46:24Z,81.057,39.0,345.0,,2026-02-24 14:46:24+00:00,,
2026-02-24T14:46:25Z,81.057,39.0,345.0,,2026-02-24 14:46:25+00:00,,
