ts_utc,power_w,temp_c,sm_clock_mhz,power_limit_w
2026-02-24T14:49:54Z,81.071000,39.000000,345.000000,nan
2026-02-24T14:49:55Z,81.071000,39.000000,345.000000,nan
2026-02-24T14:49:56Z,81.071000,39.000000,345.000000,nan
2026-02-24T14:49:57Z,81.071000,39.000000,345.000000,nan
2026-02-24T14:49:58Z,81.071000,39.000000,345.000000,nan
2026-02-24T14:49:59Z,81.071000,39.000000,345.000000,nan
2026-02-24T14:50:00Z,81.071000,39.000000,345.000000,nan
2026-02-24T14:50:01Z,81.071000,39.000000,345.000000,nan
2026-02-24T14:50:02Z,81.071000,39.000000,345.000000,nan
2026-02-24T14:50:03Z,81.071000,39.000000,345.000000,nan
2026-02-24T14:50:04Z,81.071000,39.000000,345.000000,nan
2026-02-24T14:50:05Z,81.071000,39.000000,345.000000,nan
2026-02-24T14:50:06Z,81.071000,39.000000,345.000000,nan
2026-02-24T14:50:07Z,81.071000,39.000000,345.000000,nan
2026-02-24T14:50:08Z,81.071000,39.000000,345.000000,nan
2026-02-24T14:50:09Z,81.071000,39.000000,345.000000,nan
2026-02-24T14:50:10Z,81.071000,39.000000,345.000000,nan
2026-02-24T14:50:11Z,81.071000,39.000000,345.000000,nan
2026-02-24T14:50:12Z,81.071000,39.000000,345.000000,nan
2026-02-24T14:50:13Z,81.071000,39.000000,345.000000,nan
2026-02-24T14:50:14Z,81.071000,39.000000,345.000000,nan
2026-02-24T14:50:15Z,81.081000,39.000000,345.000000,nan
2026-02-24T14:50:16Z,81.081000,39.000000,345.000000,nan
2026-02-24T14:50:17Z,81.081000,39.000000,345.000000,nan
2026-02-24T14:50:18Z,81.081000,39.000000,345.000000,nan
2026-02-24T14:50:19Z,81.081000,39.000000,345.000000,nan
2026-02-24T14:50:20Z,81.081000,39.000000,345.000000,nan
2026-02-24T14:50:21Z,81.081000,39.000000,345.000000,nan
2026-02-24T14:50:22Z,81.081000,39.000000,345.000000,nan
2026-02-24T14:50:23Z,81.081000,39.000000,345.000000,nan
2026-02-24T14:50:24Z,81.081000,39.000000,345.000000,nan
2026-02-24T14:50:25Z,81.081000,39.000000,345.000000,nan
2026-02-24T14:50:26Z,81.081000,39.000000,345.000000,nan
2026-02-24T14:50:27Z,81.081000,39.000000,345.000000,nan
2026-02-24T14:50:28Z,81.081000,39.000000,345.000000,nan
2026-02-24T14:50:29Z,81.081000,39.000000,345.000000,nan
2026-02-24T14:50:30Z,81.081000,39.000000,345.000000,nan
2026-02-24T14:50:31Z,81.081000,39.000000,345.000000,nan
2026-02-24T14:50:32Z,81.081000,39.000000,345.000000,nan
2026-02-24T14:50:33Z,81.081000,39.000000,345.000000,nan
2026-02-24T14:50:34Z,81.081000,39.000000,345.000000,nan
2026-02-24T14:50:35Z,81.081000,39.000000,345.000000,nan
2026-02-24T14:50:36Z,81.081000,39.000000,345.000000,nan
2026-02-24T14:50:37Z,81.081000,39.000000,345.000000,nan
2026-02-24T14:50:38Z,81.081000,39.000000,345.000000,nan
2026-02-24T14:50:39Z,81.081000,39.000000,345.000000,nan
2026-02-24T14:50:40Z,81.081000,39.000000,345.000000,nan
2026-02-24T14:50:41Z,81.081000,39.000000,345.000000,nan
2026-02-24T14:50:42Z,81.081000,39.000000,345.000000,nan
2026-02-24T14:50:43Z,81.081000,39.000000,345.000000,nan
2026-02-24T14:50:44Z,81.081000,39.000000,345.000000,nan
2026-02-24T14:50:45Z,81.070000,39.000000,345.000000,nan
2026-02-24T14:50:46Z,81.070000,39.000000,345.000000,nan
2026-02-24T14:50:47Z,81.070000,39.000000,345.000000,nan
2026-02-24T14:50:48Z,81.070000,39.000000,345.000000,nan
2026-02-24T14:50:49Z,81.070000,39.000000,345.000000,nan
2026-02-24T14:50:50Z,81.070000,39.000000,345.000000,nan
2026-02-24T14:50:51Z,81.070000,39.000000,345.000000,nan
2026-02-24T14:50:52Z,81.070000,39.000000,345.000000,nan
2026-02-24T14:50:53Z,81.070000,39.000000,345.000000,nan
2026-02-24T14:50:54Z,81.070000,39.000000,345.000000,nan
2026-02-24T14:50:55Z,81.070000,39.000000,345.000000,nan
2026-02-24T14:50:56Z,81.070000,39.000000,345.000000,nan
2026-02-24T14:50:57Z,81.070000,39.000000,345.000000,nan
2026-02-24T14:50:58Z,81.070000,39.000000,345.000000,nan
2026-02-24T14:50:59Z,81.070000,39.000000,345.000000,nan
2026-02-24T14:51:00Z,81.070000,39.000000,345.000000,nan
2026-02-24T14:51:01Z,81.070000,39.000000,345.000000,nan
2026-02-24T14:51:02Z,81.070000,39.000000,345.000000,nan
2026-02-24T14:51:03Z,81.070000,39.000000,345.000000,nan
2026-02-24T14:51:04Z,81.070000,39.000000,345.000000,nan
2026-02-24T14:51:05Z,81.070000,39.000000,345.000000,nan
2026-02-24T14:51:06Z,81.070000,39.000000,345.000000,nan
2026-02-24T14:51:07Z,81.070000,39.000000,345.000000,nan
2026-02-24T14:51:08Z,81.070000,39.000000,345.000000,nan
2026-02-24T14:51:09Z,81.070000,39.000000,345.000000,nan
2026-02-24T14:51:10Z,81.070000,39.000000,345.000000,nan
2026-02-24T14:51:11Z,81.070000,39.000000,345.000000,nan
2026-02-24T14:51:12Z,81.070000,39.000000,345.000000,nan
2026-02-24T14:51:13Z,81.070000,39.000000,345.000000,nan
2026-02-24T14:51:14Z,81.070000,39.000000,345.000000,nan
2026-02-24T14:51:15Z,81.091000,39.000000,345.000000,nan
